snapshot_at,org,programs,city,state,totalRegisteredCameras,totalIntegratedCameras,totalOwnedCameras,totalSharedCameras,totalMaxCameras,subscribedCameras,observed_at,program_count,status,http_status,error,missing_metrics,source_url
2026-09-15T23:08:15Z,hainescitypdfl,Connect Haines City,Haines City,FL,3,127,127,0,150,125,2026-09-15T23:10:23Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hainescitypdfl/stats/
2026-09-15T23:08:15Z,hamiltoncoso,Connect Hamilton County,Hamilton County,OH,1692,472,472,0,2000,472,2026-09-15T23:10:24Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hamiltoncoso/stats/
2026-09-15T23:08:15Z,hammondpd,Hammond BlueNET,Hammond,IN,1221,1325,1193,10,1500,823,2026-09-15T23:10:25Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hammondpd/stats/
2026-09-15T23:08:15Z,hamptonpdva,Connect Hampton,Hampton,VA,2,162,161,1,1,153,2026-09-15T23:10:26Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hamptonpdva/stats/
2026-09-15T23:08:15Z,hanoverparkpdil,Connect Hanover Park,Hanover Park,IL,0,70,70,0,225,66,2026-09-15T23:10:27Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hanoverparkpdil/stats/
2026-09-15T23:08:15Z,harrisoncso,Connect Harrison County,Harrison County,MS,549,504,76,57,1000,72,2026-09-15T23:10:28Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/harrisoncso/stats/
2026-09-15T23:08:15Z,hartfordpd,Connect Hartford,Hartford,CT,228,1101,1101,0,2000,646,2026-09-15T23:10:29Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hartfordpd/stats/
2026-09-15T23:08:15Z,harveypdil,Connect Harvey,Harvey,IL,0,55,55,0,1500,34,2026-09-15T23:10:30Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/harveypdil/stats/
2026-09-15T23:08:15Z,hcso,Connect Hillsborough,Hillsborough County,FL,289,4851,1653,3151,1000,1575,2026-09-15T23:10:31Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hcso/stats/
2026-09-15T23:08:15Z,hennepincountyso,Connect Hennepin County,Hennepin County,MN,451,3015,389,1766,1500,389,2026-09-15T23:10:32Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hennepincountyso/stats/
2026-09-15T23:08:15Z,henricocountypdva,Connect Henrico County,Henrico County,VA,66,2234,809,1385,1500,811,2026-09-15T23:10:33Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/henricocountypdva/stats/
2026-09-15T23:08:15Z,henrycountypd,Henry Safer Together,Henry County,GA,4971,13830,677,3626,7950,670,2026-09-15T23:10:34Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/henrycountypd/stats/
2026-09-15T23:08:15Z,herndonpdva,Connect Herndon,Herndon,VA,26,42,42,0,150,42,2026-09-15T23:10:35Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/herndonpdva/stats/
2026-09-15T23:08:15Z,highpointncpd,Link High Point,High Point,NC,1243,573,474,0,500,468,2026-09-15T23:10:36Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/highpointncpd/stats/
2026-09-15T23:08:15Z,hoodcoso,Connect Hood County,Hood County,TX,0,222,222,0,0,222,2026-09-15T23:10:37Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hoodcoso/stats/
2026-09-15T23:08:15Z,hooverpd,Connect Hoover,Hoover,AL,36,917,393,0,1500,391,2026-09-15T23:10:38Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hooverpd/stats/
2026-09-15T23:08:15Z,hopemillspd,Connect Hope Mills,Hope Mills,NC,17,335,63,0,10000,63,2026-09-15T23:10:39Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/hopemillspd/stats/
2026-09-15T23:08:15Z,ilstatepolice,Connect Illinois,Illinois,IL,18,1476,789,0,1500,786,2026-09-15T23:10:40Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/ilstatepolice/stats/
2026-09-15T23:08:15Z,indianriversheriff,Connect Indian River County,Indian River County,FL,220,2492,808,1530,1500,738,2026-09-15T23:10:41Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/indianriversheriff/stats/
2026-09-15T23:08:15Z,irvingpdtx,Connect Irving,Irving,TX,61,1446,1246,200,1500,1158,2026-09-15T23:10:42Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/irvingpdtx/stats/
2026-09-15T23:08:15Z,jacksonms,Connect Jackson MS,Jackson,MS,324,1246,735,505,2067,728,2026-09-15T23:10:44Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonms/stats/
2026-09-15T23:08:15Z,jacksonpdtn,"Safe Jackson, TN",Jackson,TN,0,364,302,0,500,281,2026-09-15T23:10:45Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonpdtn/stats/
2026-09-15T23:08:15Z,jacksonvillesheriff,ConnectDuval,Duval County,FL,6800,9707,2586,6975,1500,1638,2026-09-15T23:10:46Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonvillesheriff/stats/
2026-09-15T23:08:15Z,jeffersoncountysheriff,Connect Jefferson County,Jefferson County,AL,1469,2674,1788,808,1500,1786,2026-09-15T23:10:47Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/jeffersoncountysheriff/stats/
2026-09-15T23:08:15Z,kalamazoodps,Connect Kalamazoo,Kalamazoo,MI,837,1104,1104,0,1500,1093,2026-09-15T23:10:48Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/kalamazoodps/stats/
2026-09-15T23:08:15Z,kansascitykspd,Connect KCK,"Kansas City, Kansas",KS,3340,1193,1148,45,1500,1144,2026-09-15T23:10:49Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/kansascitykspd/stats/
2026-09-15T23:08:15Z,kennesawpd,Connect Kennesaw,Kennesaw,GA,566,9229,257,34,500,256,2026-09-15T23:10:50Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/kennesawpd/stats/
2026-09-15T23:08:15Z,kentcountysd,The Kent Safety Network,Kent County,MI,575,2705,735,1942,4500,485,2026-09-15T23:10:51Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/kentcountysd/stats/
2026-09-15T23:08:15Z,killeenpd,KPD Connect,Killeen,TX,1406,505,505,0,1500,497,2026-09-15T23:10:52Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/killeenpd/stats/
2026-09-15T23:08:15Z,knoxvillepdtn,Connect Knoxville,Knoxville,TN,581,682,552,130,500,187,2026-09-15T23:10:53Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/knoxvillepdtn/stats/
2026-09-15T23:08:15Z,kylepdtx,Connect Kyle,Kyle,TX,153,110,110,0,500,110,2026-09-15T23:10:54Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/kylepdtx/stats/
2026-09-15T23:08:15Z,lafayettepd,Connect Lafayette,Lafayette,LA,378,2210,1576,350,1500,1545,2026-09-15T23:10:55Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lafayettepd/stats/
2026-09-15T23:08:15Z,lafourcheparishso,Connect Lafourche Parish,Lafourche Parish,LA,755,136,136,0,500,136,2026-09-15T23:10:56Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lafourcheparishso/stats/
2026-09-15T23:08:15Z,lagrangepd,Connect Lagrange,Lagrange,GA,37,58,58,0,150,52,2026-09-15T23:10:57Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lagrangepd/stats/
2026-09-15T23:08:15Z,lagunabeachpd,Connect Laguna Beach,Laguna Beach,CA,0,25,25,0,148,25,2026-09-15T23:10:58Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lagunabeachpd/stats/
2026-09-15T23:08:15Z,lakecountysheriff,Connect Lake County,Lake County,FL,2249,6351,96,5760,1500,80,2026-09-15T23:10:59Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lakecountysheriff/stats/
2026-09-15T23:08:15Z,lakewoodpdco,Connect Lakewood,Lakewood,CO,151,496,496,0,0,484,2026-09-15T23:11:00Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lakewoodpdco/stats/
2026-09-15T23:08:15Z,lapd,Connect Los Angeles,Los Angeles,CA,0,271,271,0,0,216,2026-09-15T23:11:01Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lapd/stats/
2026-09-15T23:08:15Z,lasd,Connect Los Angeles County,Los Angeles County,CA,2177,2999,1595,1404,1500,442,2026-09-15T23:11:02Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lasd/stats/
2026-09-15T23:08:15Z,lawrencepdks,Connect Lawrence,Lawrence,KS,132,467,467,0,500,467,2026-09-15T23:11:03Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lawrencepdks/stats/
2026-09-15T23:08:15Z,lawrencevillepdga,Connect Lawrenceville,"Lawrenceville, Georgia",GA,0,707,456,193,1,453,2026-09-15T23:11:04Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lawrencevillepdga/stats/
2026-09-15T23:08:15Z,lawtonpdok,Connect Lawton,Lawton,OK,0,24,24,0,0,24,2026-09-15T23:11:05Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lawtonpdok/stats/
2026-09-15T23:08:15Z,leavenworthpdks,Connect Leavenworth,Leavenworth,KS,0,47,47,0,0,47,2026-09-15T23:11:06Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/leavenworthpdks/stats/
2026-09-15T23:08:15Z,lenexapdks,Connect Lenexa,Lenexa,KS,0,1169,334,0,0,324,2026-09-15T23:11:07Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lenexapdks/stats/
2026-09-15T23:08:15Z,lexingtonky,Connect Lexington,Lexington,KY,2107,1087,811,275,10000,807,2026-09-15T23:11:08Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lexingtonky/stats/
2026-09-15T23:08:15Z,lincolnbrookhaven,Connect Brookhaven and Lincoln County,Brookhaven and Lincoln County,MS,124,181,181,0,10000,179,2026-09-15T23:11:09Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lincolnbrookhaven/stats/
2026-09-15T23:08:15Z,littlerockpd,Connect Little Rock,Little Rock,AR,2859,2567,1797,542,1500,1904,2026-09-15T23:11:10Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/littlerockpd/stats/
2026-09-15T23:08:15Z,losgatospdca,Community Protecht,Los Gatos,CA,0,38,38,0,0,33,2026-09-15T23:11:11Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/losgatospdca/stats/
2026-09-15T23:08:15Z,louisvillemetro,Connect Louisville,Louisville,KY,1021,1733,1490,240,1500,1446,2026-09-15T23:11:12Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/louisvillemetro/stats/
2026-09-15T23:08:15Z,lynchburgpd,Hill City Connect,Lynchburg,VA,1388,716,716,0,1500,708,2026-09-15T23:11:13Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/lynchburgpd/stats/
2026-09-15T23:08:15Z,madisonthecity,Connect Madison,Madison,MS,33,170,85,0,1500,62,2026-09-15T23:11:14Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/madisonthecity/stats/
2026-09-15T23:08:15Z,manassaspdva,Connect Manassas City,Manassas City,VA,0,451,48,403,0,48,2026-09-15T23:11:15Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/manassaspdva/stats/
2026-09-15T23:08:15Z,manhattanbeach,Connect Manhattan Beach,Manhattan Beach,CA,7,2881,167,2714,10000,164,2026-09-15T23:11:16Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/manhattanbeach/stats/
2026-09-15T23:08:15Z,manheimtwp,Connect Manheim Township,Manheim Township,PA,0,30,30,0,0,27,2026-09-15T23:11:17Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/manheimtwp/stats/
2026-09-15T23:08:15Z,martincountyso,Connect Martin County,Martin County,FL,1143,6030,585,5179,1500,504,2026-09-15T23:11:18Z,2,ok,200,,,https://api.fususone.com/api/public/organizations/martincountyso/stats/
2026-09-15T23:08:15Z,mcpdmd,MoCoConnect,Montgomery County,MD,2252,1999,1200,595,10000,1150,2026-09-15T23:11:19Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/mcpdmd/stats/
2026-09-15T23:08:15Z,mcso-tn,Connect Madison County,Madison County,TN,0,621,365,0,150,365,2026-09-15T23:11:20Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/mcso-tn/stats/
2026-09-15T23:08:15Z,melroseparkpdil,Connect Melrose Park,Melrose Park,IL,32,231,196,35,0,192,2026-09-15T23:11:21Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/melroseparkpdil/stats/
2026-09-15T23:08:15Z,memphispd,Connect Memphis,Memphis,TN,14121,3079,2256,665,2750,2112,2026-09-15T23:11:22Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/memphispd/stats/
2026-09-15T23:08:15Z,mercedpdca,Merced Community Camera Program,Merced,CA,423,105,105,0,0,105,2026-09-15T23:11:23Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/mercedpdca/stats/
2026-09-15T23:08:15Z,meridianpdms,Connect Meridian,Meridian,MS,0,303,303,0,10000,303,2026-09-15T23:11:24Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/meridianpdms/stats/
2026-09-15T23:08:15Z,miamibeachpdfl,Connect Miami Beach,Miami Beach,FL,0,525,525,0,0,480,2026-09-15T23:11:25Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/miamibeachpdfl/stats/
2026-09-15T23:08:15Z,miamidadepd,Connect Miami-Dade,Miami-Dade,FL,1249,1799,767,299,5000,694,2026-09-15T23:11:26Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/miamidadepd/stats/
2026-09-15T23:08:15Z,milwaukeepd,Community Connect Milwaukee,Milwaukee,WI,1552,1225,1014,211,1500,985,2026-09-15T23:11:27Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/milwaukeepd/stats/
2026-09-15T23:08:15Z,minnetonkapdmn,Keep Minnetonka Safe,Minnetonka,MN,692,1895,660,1235,1500,644,2026-09-15T23:11:28Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/minnetonkapdmn/stats/
2026-09-15T23:08:15Z,missoulapdmt,Connect Missoula,Missoula,MT,99,25,25,0,0,25,2026-09-15T23:11:29Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/missoulapdmt/stats/
2026-09-15T23:08:15Z,mobilepdal,Connect Mobile,Mobile,AL,0,259,259,0,0,259,2026-09-15T23:11:30Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/mobilepdal/stats/
2026-09-15T23:08:15Z,modestopd,Connect Modesto,Modesto,CA,89,424,408,16,1500,392,2026-09-15T23:11:31Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/modestopd/stats/
2026-09-15T23:08:15Z,monmouthcounty,Connect Monmouth County,Monmouth County,NJ,53,1810,1058,0,1500,1020,2026-09-15T23:11:32Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/monmouthcounty/stats/
2026-09-15T23:08:15Z,monroecoso,Connect Monroe County,Monroe County,NY,181,783,783,0,10000,716,2026-09-15T23:11:33Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/monroecoso/stats/
2026-09-15T23:08:15Z,montgomerypd-al,STAR Watch Program,Montgomery,AL,2915,960,263,631,1500,261,2026-09-15T23:11:34Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/montgomerypd-al/stats/
2026-09-15T23:08:15Z,montgomeryso-al,Connect Montgomery County,Montgomery County,AL,23,295,86,0,402,86,2026-09-15T23:11:35Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/montgomeryso-al/stats/
2026-09-15T23:08:15Z,montrosepdco,Connect Montrose,Montrose,CO,0,169,169,0,0,169,2026-09-15T23:11:36Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/montrosepdco/stats/
2026-09-15T23:08:15Z,mooresvillepd,Connect Mooresville,Mooresville,NC,0,267,267,0,1500,267,2026-09-15T23:11:37Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/mooresvillepd/stats/
2026-09-15T23:08:15Z,mpls,Connect Minneapolis,Minneapolis,MN,2644,2740,763,1429,1500,757,2026-09-15T23:11:38Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/mpls/stats/
2026-09-15T23:08:15Z,munsterpdin,Connect Munster,Munster,IN,109,274,98,0,150,98,2026-09-15T23:11:39Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/munsterpdin/stats/
2026-09-15T23:08:15Z,newbrunswickpdnj,Connect New Brunswick,New Brunswick,NJ,0,127,127,0,0,127,2026-09-15T23:11:40Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/newbrunswickpdnj/stats/
2026-09-15T23:08:15Z,newcastlede,Connect New Castle County,New Castle County,DE,21,165,157,8,0,88,2026-09-15T23:11:41Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/newcastlede/stats/
2026-09-15T23:08:15Z,newhavenct,Connect New Haven,New Haven,CT,193,699,699,0,1500,699,2026-09-15T23:11:42Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/newhavenct/stats/
2026-09-15T23:08:15Z,newlondonpdct,Connect New London,New London,CT,0,5,5,0,0,3,2026-09-15T23:11:43Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/newlondonpdct/stats/
2026-09-15T23:08:15Z,newportbeachpdca,Connect Newport Beach,Newport Beach,CA,397,234,175,59,1,134,2026-09-15T23:11:44Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/newportbeachpdca/stats/
2026-09-15T23:08:15Z,newportnewspd,Connect Newport News,Newport News,VA,1414,2293,892,1385,1500,884,2026-09-15T23:11:45Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/newportnewspd/stats/
2026-09-15T23:08:15Z,newtonsheriff,Connect Newton County,Newton County,GA,342,3518,523,52,150,520,2026-09-15T23:11:46Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/newtonsheriff/stats/
2026-09-15T23:08:15Z,norfolkpd,Connect Norfolk,Norfolk,VA,435,3644,2023,1385,4500,1921,2026-09-15T23:11:47Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/norfolkpd/stats/
2026-09-15T23:08:15Z,northcharlestonpd,Connect North Charleston,North Charleston,SC,1365,570,291,71,10000,283,2026-09-15T23:11:48Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/northcharlestonpd/stats/
2026-09-15T23:08:15Z,northlittlerock,Connect North Little Rock,North Little Rock,AR,408,994,730,61,1500,730,2026-09-15T23:11:49Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/northlittlerock/stats/
2026-09-15T23:08:15Z,northport,Connect North Port,North Port,FL,149,891,244,543,150,200,2026-09-15T23:11:50Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/northport/stats/
2026-09-15T23:08:15Z,novatopdca,Connect Novato,Novato,CA,667,42,42,0,0,42,2026-09-15T23:11:51Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/novatopdca/stats/
2026-09-15T23:08:15Z,nypd,Connect NYPD,New York City,NY,5511,2150,2150,0,32767,2080,2026-09-15T23:11:52Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/nypd/stats/
2026-09-15T23:08:15Z,oakbrookpd,Connect Oak Brook,Oak Brook,IL,166,399,359,40,1500,359,2026-09-15T23:11:53Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/oakbrookpd/stats/
2026-09-15T23:08:15Z,oakdaleca,Connect Oakdale,Oakdale,CA,17,259,246,13,500,244,2026-09-15T23:11:54Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/oakdaleca/stats/
2026-09-15T23:08:15Z,oaklawn,Connect Oak Lawn,Oak Lawn,IL,1424,2203,953,1157,1500,789,2026-09-15T23:11:55Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/oaklawn/stats/
2026-09-15T23:08:15Z,obterracepd,Connect Oakbrook Terrace,Oakbrook Terrace,IL,163,312,0,6,500,0,2026-09-15T23:11:56Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/obterracepd/stats/
2026-09-15T23:08:15Z,oceansidepdca,Connect Oceanside,Oceanside,CA,323,257,150,107,0,150,2026-09-15T23:11:57Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/oceansidepdca/stats/
2026-09-15T23:08:15Z,ocsdca,Connect Orange County,Orange County,CA,2811,2860,1328,1511,5000,1183,2026-09-15T23:11:58Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/ocsdca/stats/
2026-09-15T23:08:15Z,okaloosacounty,Connect Okaloosa County,Okaloosa County,FL,781,516,186,262,1500,156,2026-09-15T23:11:59Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/okaloosacounty/stats/
2026-09-15T23:08:15Z,okcpd,Connect Oklahoma City,Oklahoma City,OK,1730,6736,5897,839,1500,1905,2026-09-15T23:12:00Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/okcpd/stats/
2026-09-15T23:08:15Z,ontariopolice,Connect Ontario,Ontario,CA,319,2069,1324,745,1500,1259,2026-09-15T23:12:01Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/ontariopolice/stats/
2026-09-15T23:08:15Z,orangecofl,Connect Orange County,Orange County,FL,2299,10416,857,7670,7750,758,2026-09-15T23:12:02Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/orangecofl/stats/
2026-09-15T23:08:15Z,orlando,Orlando Connect,Orlando,FL,7306,4100,1054,2658,1500,1006,2026-09-15T23:12:03Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/orlando/stats/
2026-09-15T23:08:15Z,orlandparkpd,Connect Orland Park,Orland Park,IL,425,1269,423,846,10000,380,2026-09-15T23:12:04Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/orlandparkpd/stats/
2026-09-15T23:08:15Z,overlandparkpdks,Secure OP,Overland Park,KS,6,1087,553,0,0,540,2026-09-15T23:12:05Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/overlandparkpdks/stats/
2026-09-15T23:08:15Z,pascopdwa,OnePasco,Pasco,WA,35,148,148,0,150,142,2026-09-15T23:12:06Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/pascopdwa/stats/
2026-09-15T23:08:15Z,patersonpdnj,Connect Paterson,Paterson,NJ,182,379,379,0,10000,374,2026-09-15T23:12:07Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/patersonpdnj/stats/
2026-09-15T23:08:15Z,pbso,Keep Palm Beach County Safe,Palm Beach County,FL,1734,1497,1011,0,1,925,2026-09-15T23:12:08Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/pbso/stats/
2026-09-15T23:08:15Z,peachtreecorners,Connect Peachtree,Peachtree Corners,GA,445,191,142,32,500,139,2026-09-15T23:12:09Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/peachtreecorners/stats/
2026-09-15T23:08:15Z,pekinpdil,Connect Pekin,Pekin,IL,0,87,68,0,0,68,2026-09-15T23:12:10Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/pekinpdil/stats/
2026-09-15T23:08:15Z,pellcitypd,Connect Pell City,Pell City,AL,272,976,279,697,1000,279,2026-09-15T23:12:11Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/pellcitypd/stats/
2026-09-15T23:08:15Z,peoriapd,Connect Peoria,Peoria,IL,445,899,544,0,1500,537,2026-09-15T23:12:12Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/peoriapd/stats/
2026-09-15T23:08:15Z,peoriapdaz,Connect Peoria,Peoria,AZ,76,592,396,25,10000,393,2026-09-15T23:12:13Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/peoriapdaz/stats/
2026-09-15T23:08:15Z,petersburgpd,Connect Petersburg,Petersburg,VA,358,1711,298,1413,1500,273,2026-09-15T23:12:14Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/petersburgpd/stats/
2026-09-15T23:08:15Z,pgcountypd,Connect Prince George's County,Prince George's County,MD,461,3223,1782,578,1500,1483,2026-09-15T23:12:15Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/pgcountypd/stats/
2026-09-15T23:08:15Z,placerca,Connect Placer County,Placer County,CA,550,912,263,472,500,219,2026-09-15T23:12:16Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/placerca/stats/
2026-09-15T23:08:15Z,planotx,Keep Plano Safe,Plano,TX,18,324,324,0,500,316,2026-09-15T23:12:17Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/planotx/stats/
2026-09-15T23:08:15Z,plaqueminesparishso,Connect Plaquemines Parish,Plaquemines Parish,LA,8,532,35,497,10000,35,2026-09-15T23:12:18Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/plaqueminesparishso/stats/
2026-09-15T23:08:15Z,pomonapd,Pomona Safe Communities,Pomona,CA,264,187,179,8,10000,168,2026-09-15T23:12:19Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/pomonapd/stats/
2026-09-15T23:08:15Z,portsmouthpd,Portsmouth Connect,Portsmouth,VA,491,1806,393,1413,1500,392,2026-09-15T23:12:20Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/portsmouthpd/stats/
2026-09-15T23:08:15Z,powderspringspd,Connect Powder Springs,Powder Springs,GA,113,2954,52,18,150,52,2026-09-15T23:12:21Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/powderspringspd/stats/
2026-09-15T23:08:15Z,prairievillagepdks,Connect Prairie Village,Prairie Village,KS,116,1488,327,320,1500,312,2026-09-15T23:12:22Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/prairievillagepdks/stats/
2026-09-15T23:08:15Z,queencreekaz,Connect Queen Creek,Queen Creek,AZ,76,945,441,333,1499,433,2026-09-15T23:12:23Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/queencreekaz/stats/
2026-09-15T23:08:15Z,raleighncpd,CONNECTRALEIGH,Raleigh,NC,1846,1637,1152,56,1500,1149,2026-09-15T23:12:24Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/raleighncpd/stats/
2026-09-15T23:08:15Z,rankincounty,Connect Rankin County,Rankin County,MS,0,368,266,58,1500,261,2026-09-15T23:12:25Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/rankincounty/stats/
2026-09-15T23:08:15Z,redondobchpd,Connect Redondo Beach,Redondo Beach,CA,445,482,77,405,350,75,2026-09-15T23:12:26Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/redondobchpd/stats/
2026-09-15T23:08:15Z,renopd,Connect Reno,Reno,NV,708,881,541,141,500,513,2026-09-15T23:12:27Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/renopd/stats/
2026-09-15T23:08:15Z,rentonpdwa,Connect Renton,Renton,WA,1328,237,237,0,0,219,2026-09-15T23:12:28Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/rentonpdwa/stats/
2026-09-15T23:08:15Z,rialtopd,Connect Rialto,Rialto,CA,349,3610,699,2911,500,685,2026-09-15T23:12:29Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/rialtopd/stats/
2026-09-15T23:08:15Z,richlandpdwa,Connect Richland,Richland,WA,40,185,185,0,0,159,2026-09-15T23:12:30Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/richlandpdwa/stats/
2026-09-15T23:08:15Z,richmondcsoga,Connect Richmond County,Richmond County,GA,0,141,141,0,0,141,2026-09-15T23:12:31Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/richmondcsoga/stats/
2026-09-15T23:08:15Z,richmondva,Connect Richmond,Richmond,VA,235,558,484,0,1500,405,2026-09-15T23:12:32Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/richmondva/stats/
